Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year,Beam (m),Draft (m),Rigging,Displacement (kg),Sail Area (m²),Hull Materials,Sleeping Capacity,Headroom (m),Fuel Capacity (L),Water Capacity (L),Standard Engine Power (hp),LOA (m),Waterline Length (m),Fuel Type,Holding Tank Capacity (L),Keel Type,latitude,longitude, Climate Type,Country Code,2020_ave,2020_tol
Lagoon,42,42.5,Europe,Greece,381953,2017,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,42,42.5,USA,North Carolina,545000,2017,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,35.6729639,-79.0392919, Cfa/Cwa,USA,63530.63348390901,21060473613000.0
Lagoon,42,42.5,USA,North Carolina,545000,2017,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,35.6729639,-79.0392919, Cfa/Cwa,USA,63530.63348390901,21060473613000.0
Bali,4.3,43.0,Europe,Greece,449087,2017,7.12,1.22,None,12200.0,146.0,Fiberglass,8-10,2.05,800.0,800.0,2 x 40,13.1,12.60,Diesel,None,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,helia44,43.6,Caribbean,British Virgin Islands,540000,2017,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Fountaine Pajot,helia44,43.6,Caribbean,British Virgin Islands,529000,2017,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Fountaine Pajot,helia44,43.6,USA,Florida,450000,2017,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Bali,4.5,44.6,Europe,Italy,601884,2017,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Bali,4.5,44.6,Europe,Italy,601275,2017,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Bali,4.5,44.6,Europe,Greece,426790,2017,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Bali,4.5,44.6,Europe,Greece,350908,2017,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,46open,45.0,Caribbean,Guatemala,589343,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,15.5855545,-90.345759, Am,GTM,4604.576678978645,77625486978.25609
Nautitech,46open,45.0,Caribbean,Guatemala,589151,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,15.5855545,-90.345759, Am,GTM,4604.576678978645,77625486978.25609
Nautitech,46open,45.0,Caribbean,Guatemala,588669,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,15.5855545,-90.345759, Am,GTM,4604.576678978645,77625486978.25609
Nautitech,46open,45.0,Caribbean,Guatemala,588087,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,15.5855545,-90.345759, Am,GTM,4604.576678978645,77625486978.25609
Nautitech,46fly,45.0,Caribbean,British Virgin Islands,519000,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,8-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Nautitech,46fly,45.0,Europe,Greece,662010,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,8-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,46fly,45.0,Europe,Greece,661494,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,8-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,46open,45.0,Europe,Greece,607348,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,46open,45.0,Europe,Greece,606875,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,46open,45.0,Europe,Greece,594737,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,6-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,46fly,45.0,Europe,Croatia,525317,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,8-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Nautitech,46fly,45.0,Europe,Croatia,523822,2017,7.54,1.45,None,12000.0,131.0,Fiberglass,8-10,2.0,600.0,600.0,2 x 50,13.79,13.38,Diesel,none,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Leopard,45,45.0,Europe,Turkey,449000,2017,7.23,1.47,None,16170.0,135.0,Fiberglass,6-10,1.95,700.0,780.0,2 x 45,13.72,13.24,Diesel,none,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Leopard,45,45.0,Europe,Turkey,449000,2017,7.23,1.47,None,16170.0,135.0,Fiberglass,6-10,1.95,700.0,780.0,2 x 45,13.72,13.24,Diesel,none,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,450f,45.8,Caribbean,Aruba,680000,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,12.51756625,-69.98186415, Aw,ABW,24487.863560196583,2610038937.563553
Lagoon,450f,45.8,Caribbean, U.S. Virgin Islands,599000,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,,,,,,
Lagoon,450,45.8,Caribbean,British Virgin Islands,529000,2017,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Lagoon,450f,45.8,Europe,Croatia,791947,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Croatia,785793,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450s,45.8,Europe,Portugal,600000,2017,7.87,1.3,None,14000.0,130.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Lagoon,450s,45.8,Europe,Portugal,600000,2017,7.87,1.3,None,14000.0,130.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Lagoon,450,45.8,Europe,Portugal,582600,2017,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Lagoon,450s,45.8,Europe,France,582024,2017,7.87,1.3,None,14000.0,130.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,450s,45.8,Europe,Spain,582024,2017,7.87,1.3,None,14000.0,130.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,450f,45.8,Europe,Croatia,571486,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Croatia,570830,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Croatia,569899,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Croatia,569899,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Croatia,541087,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Croatia,540677,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450f,45.8,Europe,Italy,509775,2017,7.87,1.3,None,12600.0,133.0,Fiberglass,6-10,2.05,1040.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,450,45.8,Europe,Croatia,484664,2017,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,450,45.8,Europe,Croatia,483808,2017,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bali,4.6,46.85,Europe,Spain,314051,2017,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Leopard,48,48.0,Caribbean,Bahamas,379999,2017,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,24.7736546,-78.0000547, Aw,BHS,23862.710992912165,9699500000.0
Leopard,48,48.0,Caribbean,British Virgin Islands,195000,2017,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,48,48.0,Europe,Turkey,479999,2017,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Leopard,48,48.0,Europe,Turkey,479999,2017,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Fountaine Pajot,saba50,49.0,Caribbean,U.S. Virgin Islands,1039617,2017,7.92,1.25,None,16000.0,162.0,Fiberglass,8-12,2.1,940.0,700.0,2 x 75,14.98,14.50,Diesel,700,Fixed keel,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Lagoon,52f,52.0,Caribbean,U.S. Virgin Islands,1100000,2017,8.74,1.5,None,26000.0,223.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 80,15.85,15.60,Diesel,4 x 80,None,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Lagoon,52,52.0,Caribbean,U.S. Virgin Islands,995000,2017,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Lagoon,52,52.0,Europe,Turkey,1155130,2017,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,52f,52.0,Europe,Sweden,547167,2017,8.74,1.5,None,26000.0,223.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 80,15.85,15.60,Diesel,4 x 80,None,59.6749712,14.5208584, Cfb,SWE,52837.9039778149,547054174235.8759
Lagoon,52f,52.0,Europe,Croatia,480291,2017,8.74,1.5,None,26000.0,223.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 80,15.85,15.60,Diesel,4 x 80,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,52f,52.0,Europe,Croatia,479805,2017,8.74,1.5,None,26000.0,223.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 80,15.85,15.60,Diesel,4 x 80,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,52,52.0,USA,Florida,1045000,2017,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Privilege,series5,56.0,Caribbean,Guadeloupe,1094334,2017,9.16,1.55,None,19000.0,216.0,Fiberglass,6-8,2.0,1200.0,800.0,2 x 75,16.06,15.61,Diesel,800,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,380,38.0,Caribbean,Grenada,330000,2018,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Lagoon,40,38.5,Europe,Spain,498530,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,40,38.5,Europe,Spain,498026,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,40,38.5,Europe,France,451515,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,40,38.5,Europe,Croatia,431654,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,40,38.5,Europe,Croatia,431217,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,40,38.5,Europe,Spain,411782,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,40,38.5,Europe,Spain,411055,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,40,38.5,Europe,Spain,385427,2018,6.79,1.21,None,7980.0,78.0,Fiberglass,6-8,1.95,200.0,300.0,2 x 20,11.99,11.73,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Leopard,40,39.0,Caribbean,U.S. Virgin Islands,489000,2018,6.23,1.22,Staysail ketch,10300.0,99.0,Fiberglass,6.0,1.96,360.0,780.0,2x30,12.22,11.36,Diesel,210,Bulb fin keel,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Fountaine Pajot,lucia40,39.0,Europe,Spain,457738,2018,6.63,1.2,None,8900.0,96.0,Fiberglass,8,2.05,300.0,530.0,2 x 20,11.73,11.28,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Fountaine Pajot,lucia40,39.0,Europe,Spain,449087,2018,6.63,1.2,None,8900.0,96.0,Fiberglass,8,2.05,300.0,530.0,2 x 20,11.73,11.28,Diesel,none,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Fountaine Pajot,lucia40,39.0,Europe,Greece,398929,2018,6.63,1.2,None,8900.0,96.0,Fiberglass,8,2.05,300.0,530.0,2 x 20,11.73,11.28,Diesel,none,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,400,39.0,Europe,Italy,364359,2018,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,400,39.0,Europe,Italy,363765,2018,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Nautitech,40open,39.5,Caribbean,Martinique,455529,2018,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,40open,39.5,Caribbean,Martinique,454706,2018,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,40open,39.5,Europe,France,449438,2018,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Nautitech,40open,39.5,Europe,Turkey,449087,2018,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Nautitech,40open,39.5,Europe,France,449087,2018,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Nautitech,40,39.5,Europe,France,443019,2018,6.91,1.2,Fractional sloop,7500.0,86.0,Fiberglass,8.0,1.95,440.0,220.0,2x20,11.98,11.25,Diesel,None,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Bali,4.0,40.0,Europe,Italy,316163,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Bali,4.0,40.0,USA,Florida,449000,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Bali,4.1,41.0,Europe,Italy,497958,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Bali,4.1,41.0,Europe,Italy,497146,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Bali,4.1,41.0,Europe,Spain,424393,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Bali,4.1,41.0,Europe,Greece,406606,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Bali,4.1,41.0,Europe,Croatia,387664,2018,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Seawind,1260,41.0,USA,Florida,595000,2018,7.65,1.2,None,11000.0,160.0,Fiberglass,8-10,2.05,700.0,780.0,2 x 39,12.33,11.56,Diesel,2 x 80,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Seawind,1260,41.0,USA,Florida,595000,2018,7.65,1.2,None,11000.0,160.0,Fiberglass,8-10,2.05,700.0,780.0,2 x 39,12.33,11.56,Diesel,2 x 80,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,42,42.5,Caribbean,Martinique,522848,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,42,42.5,Caribbean,Martinique,522248,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,42,42.5,Caribbean,Martinique,485155,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,42ownersversion,42.5,Caribbean,Martinique,484286,2018,,,,,,,,,,,,,,,,,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,42,42.5,Europe,Spain,557060,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,42,42.5,Europe,Spain,556076,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,42,42.5,Europe,Greece,540119,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,42,42.5,Europe,Croatia,516246,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,42,42.5,Europe,Croatia,515844,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,42,42.5,Europe,Croatia,515334,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,42,42.5,Europe,Greece,509775,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,42,42.5,Europe,Greece,480291,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,42,42.5,Europe,Greece,479431,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,42,42.5,Europe,France,460836,2018,7.7,1.26,None,12000.0,92.0,Fiberglass,6,2.0,600.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
